zero_crossing_times_normalized
2013-09-22 19:25:50.196792254
2013-09-22 19:35:40.400233290
2013-09-22 22:06:09.437436432
2013-09-22 22:56:53.674751951
2013-09-22 23:26:19.060696124
2013-09-22 23:35:52.742419662
2013-09-23 00:25:51.311258119
2013-09-23 00:55:58.301953207
2013-09-23 01:25:30.453594952
2013-09-23 01:55:38.343058126
2013-10-16 03:58:36.606683181
2013-10-16 04:38:30.294213812
2013-10-16 05:02:29.525732069
2013-10-16 05:28:01.357532754
2013-10-16 09:53:38.481656459
2013-10-16 12:52:05.026651302
2013-10-16 12:54:10.695551231
2013-10-16 14:00:32.765327739
2013-10-16 14:15:21.858313363
2013-10-20 21:40:43.447893887
2013-10-21 06:38:07.567635189
2013-10-21 07:07:26.548158365
2013-11-14 03:54:06.754805019
2013-11-14 05:01:11.381074492
2013-11-14 07:10:36.137017260
2013-11-14 07:14:08.627531663
2013-11-14 17:38:00.017316875
2013-11-14 18:03:05.139259922
2013-11-14 23:02:46.462477671
2013-11-15 04:07:34.738947223
2013-11-15 06:14:57.597872665
2013-11-15 17:29:18.717698066
2013-11-15 18:26:29.043151481
2013-11-15 18:37:52.949095832
2013-11-16 00:55:01.481307483
2013-11-19 10:51:17.147846806
2013-11-19 11:41:11.665782664
2013-11-19 14:58:41.334865952
2013-11-19 16:08:58.964061595
2013-11-19 17:10:00.864566580
2013-11-19 17:55:58.022394593
2013-11-19 18:37:11.498263431
2013-11-19 19:07:16.249497704
2013-11-19 20:58:57.420704692
2013-11-20 00:50:13.164941654
2013-11-20 01:40:10.799690765
2013-11-20 02:30:36.359432720
2013-11-20 03:07:26.019144090
2013-11-20 09:29:58.213442007
2013-11-20 09:52:06.867981127
2013-12-14 12:51:23.481503136
2013-12-14 13:53:33.178709552
2013-12-14 18:21:49.909762111
2013-12-14 19:14:09.167927582
2013-12-14 21:56:55.531446310
2013-12-14 22:42:55.337894562
2013-12-15 07:35:34.827072924
2013-12-15 08:50:07.366765644
2013-12-15 10:41:17.732941777
2013-12-15 17:59:31.506235276
2013-12-15 18:13:47.481049623
2013-12-19 07:50:55.530901381
2013-12-19 10:25:31.626300695
2013-12-19 13:50:21.231704661
2013-12-19 18:13:55.481860264
2013-12-19 18:29:20.027766480
2013-12-19 19:34:47.182484379
2013-12-19 20:49:29.745870990
2013-12-20 19:15:49.092802435
2013-12-20 19:40:23.062597127
2014-01-12 21:42:59.493835481
2014-01-12 22:02:59.444890454
2014-01-13 01:34:57.595039213
2014-01-13 03:53:39.203476512
2014-01-13 06:26:27.850134778
2014-01-13 06:42:58.576352483
2014-01-13 07:19:40.450748430
2014-01-13 07:33:19.858835815
2014-01-13 10:43:59.341657315
2014-01-13 11:20:22.941746764
2014-01-13 13:40:21.863907664
2014-01-17 16:52:01.743829710
2014-01-17 17:12:08.421632930
2014-01-18 12:41:15.196676562
2014-01-18 13:34:42.465731988
2014-01-18 17:15:38.550226826
2014-02-11 23:17:21.397246510
2014-02-12 00:10:24.036215526
2014-02-12 04:29:39.755223977
2014-02-12 09:02:41.219983321
2014-02-12 10:33:20.012834199
2014-02-12 10:46:31.168159027
2014-02-12 11:52:05.522417631
2014-02-12 12:07:15.046777762
2014-02-12 14:42:41.387373761
2014-02-12 17:42:14.018743840
2014-02-12 18:26:06.528893781
2014-02-12 20:13:40.886824859
2014-02-12 22:10:12.361706183
2014-02-12 22:51:24.193586995
2014-02-13 06:36:20.323731253
2014-02-13 10:10:05.244622190
2014-02-13 10:30:07.319466698
2014-02-15 08:30:14.718202967
2014-02-15 09:55:57.756185277
2014-02-15 12:26:00.278053502
2014-02-16 01:06:43.365402078
2014-02-16 03:11:34.707881704
2014-02-16 10:08:35.138190515
2014-02-16 12:03:50.031084619
2014-02-17 01:09:28.589701176
2014-02-17 01:18:36.657558039
2014-02-17 01:47:01.127629536
2014-02-17 06:27:28.926280023
2014-02-17 06:50:24.037038495
2014-02-17 08:31:23.939232157
2014-02-17 12:55:30.582378047
2014-02-17 13:18:48.940819361
2014-02-17 14:41:15.419307344
2014-02-17 15:16:33.346733187
2014-03-13 22:28:00.927259431
2014-03-14 03:04:28.151778530
2014-03-14 06:29:41.862154662
2014-03-14 07:00:16.298593014
2014-03-14 09:53:50.947506642
2014-03-14 14:26:31.302847764
2014-03-14 14:46:33.329558338
2014-03-14 15:58:52.228600568
2014-03-14 22:04:32.635521117
2014-03-14 22:15:28.291262333
2014-03-15 00:26:39.959671572
2014-03-17 01:37:08.723004729
2014-03-17 02:03:23.834404932
2014-03-17 05:38:39.532706213
2014-03-17 06:17:00.837553026
2014-03-17 06:45:39.548731400
2014-03-17 09:44:05.431264089
2014-03-17 10:43:19.090382064
2014-03-17 15:30:40.987434346
2014-03-18 04:59:29.758193029
2014-03-18 05:21:18.242584940
2014-03-18 07:06:36.669285151
2014-03-18 12:13:20.305469597
2014-03-18 12:55:47.345988546
2014-03-18 19:47:54.336495695
2014-03-18 19:53:41.737311427
2014-03-19 20:49:22.433886321
2014-03-19 20:50:39.590442261
2014-04-11 18:26:05.830500535
2014-04-11 23:37:27.210790178
2014-04-12 05:58:01.039526594
2014-04-12 11:27:30.441692860
2014-04-12 19:53:33.233985200
2014-04-12 20:55:18.809142645
2014-04-12 21:10:27.880778424
2014-04-12 21:25:14.952829022
2014-04-13 10:06:09.506006585
2014-04-13 10:37:53.277352390
2014-04-16 20:58:38.887485607
2014-04-16 22:05:53.873502232
2014-04-17 00:19:11.257878228
2014-04-17 02:12:20.820807628
2014-04-17 02:26:00.917506139
2014-04-17 03:43:34.917169014
2014-04-17 04:01:55.472397721
2014-04-17 04:57:14.728801706
2014-04-17 21:25:14.192848753
2014-04-18 05:46:34.587186224
2014-04-18 18:56:59.553921845
2014-04-18 19:26:38.726419658
2014-05-10 22:16:01.315878698
2014-05-10 23:06:10.025784126
2014-05-11 00:15:08.488713717
2014-05-11 00:46:56.712681994
2014-05-11 01:02:02.712382342
2014-05-11 03:39:31.833880482
2014-05-11 03:59:07.310648442
2014-05-11 06:25:59.308813455
2014-05-11 07:37:15.471178399
2014-05-11 08:06:41.421020344
2014-05-11 08:36:49.886971943
2014-05-11 09:26:53.160771083
2014-05-11 09:56:59.894111429
2014-05-11 10:26:24.388718089
2014-05-11 10:35:59.268778844
2014-05-11 12:04:53.574423849
2014-05-11 12:16:45.855085943
2014-05-11 13:06:44.670260389
2014-05-11 13:36:56.580390997
2014-05-11 14:06:15.344818581
2014-05-11 14:15:51.237910985
2014-05-11 20:05:49.385324225
2014-05-11 20:15:55.396693446
2014-05-11 20:40:34.726346427
2014-05-11 21:03:04.967489889
2014-05-11 23:54:59.708829087
2014-05-12 00:06:53.158442076
2014-05-12 02:55:16.956095242
2014-05-15 21:24:19.367747010
2014-05-15 21:44:50.333202216
2014-05-15 21:57:15.693588813
2014-05-15 22:31:41.284262483
2014-05-15 22:56:20.684916759
2014-05-15 23:16:46.923075852
2014-05-16 02:28:52.045043460
2014-05-16 06:41:29.598426821
2014-05-16 07:15:44.572672360
2014-05-16 08:20:14.645960672
2014-05-16 08:35:22.126102114
2014-05-16 10:55:39.869635515
2014-05-16 13:27:17.727921807
2014-05-16 14:14:52.390754908
2014-05-16 16:05:21.045666746
2014-05-16 17:25:08.353993271
2014-05-16 17:36:57.816491228
2014-05-16 21:25:37.818384990
2014-05-16 21:35:15.707640955
2014-05-16 23:24:45.190301362
2014-05-16 23:36:35.220741158
2014-05-17 11:56:10.001806480
2014-05-17 12:05:42.414013973
2014-05-17 13:25:24.436375053
2014-05-17 15:06:42.465169327
2014-05-17 17:16:42.498869894
2014-05-17 17:26:20.625321883
2014-05-17 18:25:32.793998166
2014-05-17 18:37:18.141155000
2014-05-17 19:06:42.923516314
2014-05-17 19:16:13.263091524
2014-05-17 20:06:20.925526172
2014-05-17 20:15:47.892130425
2014-05-17 21:05:54.291541032
2014-05-17 21:15:17.217627496
2014-06-09 19:27:58.941579879
2014-06-09 19:28:27.174711523
2014-06-10 19:45:20.556526110
2014-06-10 19:53:45.103201297
2014-06-10 21:38:38.543476710
2014-06-10 22:44:51.745468485
2014-06-11 02:08:28.664496778
2014-06-11 03:11:46.913001002
2014-06-11 12:02:10.056580971
2014-06-11 13:29:41.689624372
2014-06-11 14:35:52.879400984
2014-06-13 16:16:42.313805856
2014-06-13 19:35:38.313805208
2014-06-13 19:47:25.026542045
2014-06-13 23:06:32.546372312
2014-06-13 23:18:11.065743914
2014-06-14 02:37:18.537103189
2014-06-14 02:46:54.994736400
2014-06-14 04:15:40.338970804
2014-06-14 04:36:35.353659751
2014-06-14 06:07:34.039152411
2014-06-14 09:16:01.516915419
2014-06-14 12:03:03.923429867
2014-06-14 17:02:35.761574440
2014-06-14 17:25:53.091829700
2014-06-15 12:36:11.664928627
2014-06-15 18:17:15.063445669
2014-07-09 14:15:40.068819986
2014-07-09 14:25:13.711266757
2014-07-09 15:15:11.152109931
2014-07-09 17:55:49.829666625
2014-07-09 19:45:33.381932998
2014-07-09 23:25:50.404730198
2014-07-10 00:04:21.352775406
2014-07-13 13:09:53.691147674
2014-07-13 13:32:49.315502701
2014-07-13 15:11:31.071420740
2014-07-13 15:37:04.221265122
2014-07-14 12:55:15.149435559
2014-07-14 17:02:51.003014653
2014-07-14 17:25:33.847472873
2014-07-14 18:15:47.768362804
2014-07-14 20:24:14.704387838
2014-07-15 02:14:31.461994759
2014-07-15 14:25:25.547809441
2014-08-07 11:33:55.943024066
2014-08-07 12:45:12.908057196
2014-08-07 13:14:38.245698808
2014-08-07 13:24:05.184337783
2014-08-07 19:34:57.839740958
2014-08-07 20:04:58.153426482
2014-08-07 20:34:30.316887105
2014-08-07 21:04:36.904290112
2014-08-07 22:13:00.724027414
2014-08-07 22:24:47.243965380
2014-08-07 22:54:07.450077514
2014-08-07 23:03:45.408101667
2014-08-08 00:32:39.803131410
2014-08-08 00:44:31.376008816
2014-08-08 09:42:36.866463458
2014-08-08 10:12:33.613599364
2014-08-08 12:22:47.849419793
2014-08-08 12:34:39.596981205
2014-08-08 14:10:39.009687430
2014-08-08 14:22:48.421765659
2014-08-08 15:24:37.002790892
2014-08-12 01:15:16.917848564
2014-08-12 03:09:07.786509109
2014-08-12 04:00:05.491169334
2014-08-12 08:14:03.209799802
2014-08-12 08:23:46.561627434
2014-08-12 09:13:34.455092488
2014-08-12 09:23:32.312277431
2014-08-12 23:23:34.702677765
2014-08-13 01:55:10.819058587
2014-08-13 02:42:44.460942950
2014-08-13 04:33:10.355266550
2014-08-14 00:23:56.520701430
2014-08-14 00:33:25.945978371
2014-08-14 01:53:10.985621797
2014-08-14 03:34:19.221471648
2014-08-14 05:44:29.154309472
2014-08-14 05:54:00.960862224
2014-08-14 06:53:18.582788883
2014-08-14 07:05:06.601306994
2014-08-14 07:34:24.597003184
2014-08-14 07:44:01.380141749
2014-09-07 01:54:49.387793216
2014-09-07 02:22:00.939959799
2014-09-07 10:05:25.244741586
2014-09-07 10:58:57.216162432
2014-09-07 11:01:22.989123793
2014-09-07 11:09:30.566959985
2014-09-07 17:36:59.356402976
2014-09-09 11:17:21.340834079
2014-09-09 11:53:42.631819366
2014-09-09 13:18:44.368601863
2014-09-09 14:34:34.721347592
2014-09-09 14:56:31.853933489
2014-09-09 15:29:07.080209025
2014-09-09 15:56:26.433489772
2014-09-09 17:00:06.005297257
2014-09-09 17:10:46.889970487
2014-09-09 17:36:08.719931816
2014-09-09 20:40:27.027147420
2014-09-09 21:08:34.602249562
2014-09-10 01:29:26.343988281
2014-09-10 07:33:29.060636351
2014-09-10 07:50:17.046844416
2014-09-10 08:58:37.812567215
2014-09-10 11:03:54.535615834
2014-09-10 11:45:49.912287099
2014-09-10 17:34:34.213755759
2014-09-10 18:44:21.048610265
2014-09-10 19:28:03.271442629
2014-09-10 19:42:01.680539934
2014-09-10 20:15:03.733674233
2014-10-05 16:52:41.509849869
2014-10-05 17:19:53.527019158
2014-10-05 23:21:01.330554682
2014-10-05 23:26:04.710331130
2014-10-06 02:29:33.306576160
2014-10-06 04:20:35.521398239
2014-10-06 05:32:33.585120004
2014-10-06 06:16:41.613821043
2014-10-06 06:42:55.751813066
2014-10-06 07:33:14.450623517
2014-10-06 09:15:29.496249063
2014-10-09 18:52:57.853221361
2014-10-09 19:17:57.911894967
2014-10-09 23:13:46.057002549
2014-10-10 01:28:29.612953203
2014-10-10 01:51:38.754400245
2014-10-10 02:02:12.859117253
2014-10-10 02:14:58.140887743
2014-10-10 03:02:30.414826324
2014-10-10 03:35:08.732577543
2014-10-10 04:04:34.614011190
2014-10-10 04:14:09.020161605
2014-10-10 04:43:29.564729786
2014-10-10 06:55:13.561305979
2014-10-10 08:48:57.378449993
2014-10-10 08:59:48.769765476
2014-10-10 09:43:07.879698147
2014-10-10 09:44:47.627589149
2014-10-10 09:55:04.733090676
2014-10-10 10:28:24.985321008
2014-10-10 13:44:08.747730891
2014-10-10 13:53:43.396396889
2014-10-10 14:43:38.324795745
2014-10-10 14:53:19.000034613
2014-10-10 15:43:10.590048439
2014-10-10 15:55:04.100386168
2014-10-10 16:42:46.840106507
2014-10-10 16:54:35.732815367
2014-10-11 01:34:10.104893688
2014-10-11 01:43:43.721739032
2014-10-11 02:33:50.385098352
2014-10-11 02:43:23.570702436
2014-10-11 03:33:19.301878511
2014-10-11 03:45:07.943232024
2014-10-11 04:32:54.545450662
2014-10-11 05:05:20.390240996
2014-10-11 05:53:08.411548296
2014-10-11 06:43:49.320690845
2014-10-11 09:14:43.686258094
2014-10-11 09:44:43.532474055
2014-10-11 16:23:04.796830116
2014-10-11 16:53:06.176469935
2014-10-11 19:24:00.124566276
2014-10-11 19:33:34.628515315
2014-10-11 22:48:17.673019199
2014-10-11 23:07:11.432399939
2014-10-12 03:04:27.933393308
2014-10-12 03:13:47.443789470
2014-10-12 08:43:29.934687883
2014-10-12 09:24:52.842501888
2014-10-12 09:54:29.556495678
2014-11-03 22:29:32.446824736
2014-11-03 22:45:41.025758897
2014-11-04 22:17:57.855888933
2014-11-05 00:48:24.249575779
2014-11-05 02:15:06.227050299
2014-11-08 15:03:33.600669076
2014-11-08 16:08:17.521542303
2014-11-08 17:46:43.086098074
2014-11-08 18:21:52.624940864
2014-11-08 18:31:42.285703387
2014-11-08 19:21:37.383878289
2014-11-08 19:31:59.361492115
2014-11-08 20:20:34.083289853
2014-11-08 20:33:11.790471958
2014-11-09 06:12:17.793569012
2014-11-09 06:22:42.502750870
2014-11-09 07:11:39.750476851
2014-11-09 07:21:18.764060363
2014-11-09 08:11:19.222460728
2014-11-09 08:23:08.939492478
2014-11-09 09:31:34.396862418
2014-11-09 10:01:40.890300592
2014-11-09 12:50:52.594025462
2014-11-09 13:23:13.263770041
2014-11-09 18:11:30.775751109
2014-11-09 18:41:40.085737502
2014-11-09 19:31:46.685019523
2014-11-09 20:31:31.316265328
2014-11-09 21:12:33.046042256
2014-11-09 21:21:54.528032247
2014-11-09 23:02:29.837880904
2014-11-09 23:41:38.000620762
2014-11-10 09:32:20.929486910
2014-11-10 09:41:49.220855973
2014-11-10 10:31:57.698543494
2014-11-10 11:22:33.148172507
2014-11-10 12:12:47.386213661
2015-01-03 03:43:31.669073193
2015-01-03 04:13:31.401740951
2015-01-03 05:38:57.500128454
2015-01-06 06:48:32.182690234
2015-01-06 08:37:51.818630310
2015-01-06 08:39:34.342028476
2015-01-06 11:01:05.081174377
2015-01-06 11:58:04.046529367
2015-01-06 13:09:36.064246060
2015-01-06 14:04:30.852899925
2015-01-06 14:43:14.720343829
2015-01-06 16:24:17.550428122
2015-01-06 16:44:25.448636056
2015-01-06 17:05:11.070007578
2015-01-07 14:46:47.578053928
2015-01-07 14:51:08.301371211
2015-01-08 00:27:21.990662282
2015-01-08 00:39:05.001559364
2015-01-08 01:47:31.497587799
2015-01-08 01:59:19.172402133
2015-01-08 03:28:20.990887152
2015-01-08 03:37:46.030772055
2015-01-08 05:48:07.463128342
2015-01-08 05:57:28.137401229
2015-01-08 18:28:35.605829090
2015-01-08 21:48:01.772708717
2015-01-31 14:18:09.073316086
2015-01-31 14:31:54.239257086
2015-02-01 13:23:46.608084534
2015-02-01 13:30:04.014385561
2015-02-01 15:16:55.601118469
2015-02-01 15:41:05.992039681
2015-02-01 16:39:51.595946453
2015-02-01 17:02:51.340229809
2015-02-01 18:06:47.371425621
2015-02-01 18:07:19.643340547
2015-02-01 18:45:07.502321909
2015-02-05 04:51:47.557859793
2015-02-05 08:43:20.499234349
2015-02-05 11:03:49.957166657
2015-02-05 11:26:43.274373115
2015-02-05 13:05:09.321814610
2015-02-05 19:13:47.996688359
2015-02-05 19:27:42.817815656
2015-02-05 20:19:18.106962583
2015-02-05 22:07:54.365566570
2015-02-06 19:57:27.844339474
2015-02-06 20:13:51.744454200
2015-03-02 16:35:17.413257764
2015-03-02 18:06:40.799307061
2015-03-02 20:05:57.926965633
2015-03-02 20:08:48.792647196
2015-03-02 22:43:23.456704091
2015-03-02 23:35:20.279766975
2015-03-02 23:42:21.004794217
2015-03-03 00:46:13.830961027
2015-03-03 01:11:31.777541225
2015-03-03 01:33:39.411949065
2015-03-03 02:58:06.271949946
2015-03-03 04:16:00.847360608
2015-03-03 04:18:43.883371566
2015-03-03 12:01:56.380794059
2015-03-03 13:36:49.681297829
2015-03-03 19:32:23.691652749
2015-03-03 20:07:00.786773267
2015-03-06 10:48:54.260248113
2015-03-06 11:31:08.113211929
2015-03-07 01:45:29.891561993
2015-03-07 03:07:53.687339271
2015-03-07 04:37:42.830691724
2015-03-08 00:12:02.536145466
2015-03-08 00:37:55.570887594
2015-03-09 04:17:30.591362165
2015-03-09 04:59:00.619489893
2015-03-09 05:37:31.297613960
2015-03-09 05:47:08.598710865
2015-03-09 06:27:56.949666381
2015-04-01 09:08:18.503218097
2015-04-01 10:09:59.915297584
2015-04-02 05:28:11.827335863
2015-04-02 18:36:45.977416712
2015-04-02 19:49:18.565182328
2015-04-02 22:41:13.592295309
2015-04-02 22:52:53.562036068
2015-04-05 16:20:04.152072695
2015-04-05 16:20:54.489499390
2015-04-05 18:58:08.003625443
2015-04-05 21:14:58.214567531
2015-04-06 04:53:34.328917211
2015-04-06 07:25:20.573527051
2015-04-06 07:39:30.046924370
2015-04-06 08:29:49.794375772
2015-04-06 08:51:00.717583316
2015-04-06 09:44:41.708504973
2015-04-06 10:51:04.398696964
2015-04-06 12:40:34.266474438
2015-04-06 12:41:59.429350946
2015-04-06 14:37:32.891509181
2015-04-06 14:47:04.247345022
2015-04-06 16:35:49.751255666
2015-04-06 16:55:10.406388956
2015-05-01 03:36:01.183911861
2015-05-01 04:36:51.760861664
2015-05-01 08:56:01.651218783
2015-05-01 15:40:11.094316138
2015-05-01 22:39:31.636638390
2015-05-05 13:26:33.581682252
2015-05-05 19:53:39.697541748
2015-05-05 20:53:17.392566849
2015-05-06 01:09:06.275253785
2015-05-06 01:46:12.226180743
2015-05-01 03:36:02.258069235
2015-05-01 04:36:52.097517011
2015-05-01 08:56:01.439000057
2015-05-01 15:40:11.110348323
2015-05-01 22:39:31.672890636
2015-05-05 13:26:33.597983392
2015-05-05 19:53:39.236208278
2015-05-05 20:53:14.608335918
2015-05-06 01:09:06.275253785
2015-05-06 01:46:12.226180743
2015-05-31 03:28:32.570061782
2015-05-31 04:32:38.612306405
2015-05-31 11:28:01.206173561
2015-05-31 14:50:51.726149455
2015-06-01 02:12:10.874271447
2015-06-01 03:21:56.248529180
2015-06-01 06:04:32.111908407
2015-06-03 06:05:32.002098635
2015-06-03 11:23:18.881623056
2015-06-03 11:55:26.136002613
2015-06-03 13:02:24.847863981
2015-06-03 14:01:24.319747569
2015-06-03 16:39:29.002583200
2015-06-03 17:44:26.991117283
2015-06-03 19:54:03.423826135
2015-06-03 23:21:20.407860461
2015-06-04 14:23:12.069988604
2015-06-04 18:18:01.212788040
2015-06-28 19:31:49.937375764
2015-06-28 19:35:49.416049968
2015-06-29 08:14:03.276676442
2015-06-29 08:44:57.677903776
2015-06-29 18:20:25.971872590
2015-07-03 15:40:37.149491706
2015-07-03 17:33:37.777420476
2015-07-03 19:05:48.464208615
2015-07-04 00:49:45.515381228
2015-07-04 01:34:10.911612166
2015-07-29 00:12:43.719858802
2015-07-29 00:44:17.364509433
2015-07-29 01:34:50.083851757
2015-07-29 03:11:44.180341691
2015-07-29 03:48:03.630606325
2015-07-29 04:31:33.734665316
2015-07-29 09:51:52.327042374
2015-07-29 11:40:57.335556413
2015-07-29 13:35:12.768630761
2015-07-29 13:59:25.738865150
2015-07-29 14:25:54.992100132
2015-07-29 16:39:09.591026934
2015-07-29 18:49:29.617203368
2015-07-29 20:00:53.656457057
2015-07-29 20:35:57.713854490
2015-07-29 21:50:04.592526079
2015-07-29 22:25:33.487286646
2015-08-01 00:09:35.513672115
2015-08-01 00:18:20.438035944
2015-08-01 06:51:38.900683797
2015-08-01 07:23:35.628904877
2015-08-01 08:29:00.301490132
2015-08-01 09:07:03.842559631
2015-08-01 10:21:14.353553903
2015-08-01 10:46:15.466025280
2015-08-01 12:06:54.653878839
2015-08-01 12:27:43.268720852
2015-08-01 13:41:56.353075047
2015-08-01 14:18:10.118333958
2015-08-01 15:31:39.580577548
2015-08-01 16:06:01.295658223
2015-08-01 16:37:04.232453379
2015-08-01 16:52:24.308133321
2015-08-01 18:20:15.608146509
2015-08-01 18:26:49.573804381
2015-08-01 19:12:02.239122285
2015-08-02 01:46:53.223125723
2015-08-02 04:38:19.677759768
2015-08-02 04:56:24.981772268
2015-08-02 05:29:30.819000170
2015-08-02 06:08:47.975852413
2015-08-02 06:20:48.922267934
2015-08-02 06:38:22.713973019
2015-08-02 08:40:27.948643756
2015-08-02 17:01:44.984508057
2015-08-02 17:03:22.567564802
2015-08-03 21:40:10.654717452
2015-08-28 05:07:52.408623142
2015-08-28 07:44:58.245688768
2015-08-28 07:53:45.825769693
2015-08-28 10:13:38.058229117
2015-08-28 14:46:55.036219339
2015-08-30 03:34:33.330120858
2015-08-30 06:04:37.846085004
2015-08-30 11:51:04.557081840
2015-08-30 12:31:44.410590038
2015-08-30 15:34:04.520617845
2015-08-30 18:36:04.657084324
2015-08-30 18:59:39.477069036
2015-08-30 20:31:51.627541869
2015-08-30 21:10:42.091397925
2015-08-30 21:31:25.074969203
2015-08-30 22:26:29.484484395
2015-08-30 22:30:13.006879470
2015-08-31 00:22:25.168101723
2015-08-31 05:40:31.208215258
2015-08-31 09:16:56.520499007
2015-08-31 09:40:46.327899721
2015-08-31 10:45:36.892550353
2015-08-31 13:55:47.066487259
2015-08-31 15:09:14.771200667
2015-08-31 15:30:24.017193945
2015-08-31 17:56:11.544295562
2015-09-02 11:27:47.990780791
2015-09-02 11:35:13.489165308
2015-09-25 21:55:10.919878118
2015-09-25 22:03:43.932990393
2015-09-25 23:46:22.265518158
2015-09-29 12:13:02.253817401
2015-09-29 13:19:08.307507506
2015-09-29 13:42:00.582023493
2015-09-29 14:08:07.804421083
2015-09-29 16:55:17.487435792
2015-09-29 17:17:21.854893521
2015-09-29 23:36:41.754062106
2015-09-30 00:29:56.484960800
2015-09-30 00:50:37.416285594
2015-10-01 11:15:40.006256615
2015-10-01 11:25:11.212634050
2015-10-01 12:45:03.794977949
2015-10-25 05:42:50.260387387
2015-10-25 06:17:58.805197397
2015-10-25 06:54:15.091024786
2015-10-25 07:58:06.148386656
2015-10-25 08:33:23.972619189
2015-10-25 09:35:53.697189609
2015-10-25 12:15:34.449007107
2015-10-25 12:43:23.649442391
2015-10-25 15:35:19.417532444
2015-10-25 15:55:21.332209773
2015-10-25 19:54:30.479179405
2015-10-25 22:25:00.325126289
2015-10-25 23:54:06.046956883
2015-10-27 21:19:37.851369798
2015-10-27 21:48:08.583203612
2015-10-27 22:37:46.940487961
2015-10-27 23:02:56.930831603
2015-10-28 08:01:43.244399272
2015-10-28 08:13:26.649190880
2015-10-28 12:04:40.830812160
2015-10-28 17:05:50.134463072
2015-10-28 21:32:24.846904894
2015-10-28 22:16:37.703069547
2015-10-28 23:22:40.038841301
2015-10-29 00:06:28.135305465
2015-10-29 00:12:35.988474059
2015-10-29 20:08:21.837791910
2015-10-29 20:21:15.396428756
2015-11-23 06:43:28.872802817
2015-11-27 04:30:04.415331179
2015-11-28 00:37:59.861931183
2015-11-28 00:38:41.074533732
2015-11-29 01:26:17.332293102
2015-11-29 01:27:52.362812010
2015-12-23 00:00:21.373467381
2015-12-23 00:24:59.798056639
2015-12-23 01:11:07.519009160
2015-12-23 01:55:11.623613255
2015-12-23 11:38:26.068106097
2015-12-23 12:00:38.843350232
2015-12-23 14:18:55.819053450
2015-12-23 16:45:57.037800470
2015-12-23 17:03:26.515426084
2015-12-25 15:42:44.492224045
2015-12-25 17:54:05.737137741
2015-12-25 19:13:03.239530937
2015-12-25 22:15:39.442446790
2015-12-25 22:43:55.575607999
2015-12-25 22:47:34.610839531
2015-12-25 23:10:39.507929918
2015-12-26 02:20:55.299756905
2015-12-26 03:22:49.489946944
2015-12-26 03:48:46.992269197
2015-12-26 05:16:08.835226807
2015-12-26 23:30:14.888351550
2015-12-27 06:45:04.991343667
2016-01-21 08:20:18.067354970
2016-01-21 10:08:16.882317739
2016-01-21 12:39:39.678758485
2016-01-21 13:50:48.666129843
2016-01-21 15:28:52.453170393
2016-01-21 16:11:50.447978456
2016-01-21 17:08:49.102827113
2016-01-21 17:29:20.820087176
2016-01-21 18:00:42.262640934
2016-01-21 21:57:36.308868382
2016-01-21 23:49:43.112924517
2016-01-24 07:12:36.208222458
2016-01-24 07:58:13.492778543
2016-01-25 18:22:08.249392848
2016-01-25 21:02:33.658900352
